0.00335	0.00715	0.0042	2.204e-13	1.6362	2.0416e-11	0.89815	3.0528e-12	0.02185	0.02185
0.0035	0.0097	0.0065	8.4405e-14	1.4928	7.8184e-12	0.86438	1.3892e-12	0.02185	0.02185
0.00135	0.00505	0.00395	6.3599e-14	1.5646	5.8864e-12	0.79202	1.3858e-12	0.02185	0.02185
0.00185	0.00725	0.0057	2.0802e-13	1.5837	1.9256e-11	0.92606	2.3967e-12	0.02185	0.02185
0.0015	0.00235	0.00125	2.4091e-14	1.8494	2.2384e-12	0.32168	2.0124e-12	0.02185	0.02185
0.00155	0.0042	0.00315	9.1326e-14	1.5694	8.4532e-12	0.83478	1.7029e-12	0.02185	0.02185
0.0032	0.00925	0.0066	1.5752e-13	1.4579	1.4583e-11	0.95374	1.4039e-12	0.02185	0.02185
0.0025	0.00505	0.00315	8.3684e-14	1.4561	7.7397e-12	0.88465	1.246e-12	0.02185	0.02185
0.00195	0.0112	0.0097	3.4101e-13	1.4136	3.1561e-11	0.9667	2.5519e-12	0.02185	0.02185
0.00245	0.00645	0.00455	1.3713e-13	1.586	1.2698e-11	0.92716	1.5673e-12	0.02185	0.02185
0.0034	0.00795	0.005	2.3528e-13	1.496	2.1784e-11	0.97699	1.4525e-12	0.02185	0.02185
0.00405	0.0099	0.00655	7.6852e-14	1.4052	7.117e-12	0.88003	1.1731e-12	0.02185	0.02185
0.0025	0.00855	0.0066	1.705e-13	1.4253	1.5776e-11	0.96275	1.3533e-12	0.02185	0.02185
0.00305	0.00665	0.00425	7.5005e-14	1.4887	6.9478e-12	0.87153	1.194e-12	0.02185	0.02185
0.001	0.0005	0.00025	6.2668e-15	3.0495	2.7974e-12	0.41947	2.6483e-12	0.02185	0.0028
0.00485	0.0073	0.00335	8.2802e-14	1.3878	7.6623e-12	0.85446	1.4229e-12	0.02185	0.02185
0.0034	0.0108	0.008	1.7986e-13	1.4195	1.6645e-11	0.96428	1.3965e-12	0.02185	0.02185
0.00365	0.01125	0.0081	2.6262e-13	1.3454	2.43e-11	0.96101	2.1354e-12	0.02185	0.02185
0.00295	0.00915	0.00725	6.0334e-14	1.4391	5.5866e-12	0.81469	1.2146e-12	0.02185	0.02185
0.0017	0.00895	0.00775	1.7386e-13	1.4779	1.6103e-11	0.96502	1.3363e-12	0.02185	0.02185
0.0026	0.00675	0.0046	2.3116e-13	1.5652	2.1397e-11	0.95255	2.0884e-12	0.02185	0.02185
0.0029	0.0089	0.00685	8.6157e-14	1.4831	7.9837e-12	0.85745	1.4633e-12	0.02185	0.02185
0.0021	0.007	0.00525	2.489e-13	1.5834	2.3048e-11	0.94314	2.4809e-12	0.02185	0.02185
0.00425	0.0087	0.0049	2.475e-13	1.5237	2.2917e-11	0.94344	2.4599e-12	0.02185	0.02185
0.00135	0.0055	0.00455	2.2034e-13	1.6697	2.0397e-11	0.92183	2.6194e-12	0.02185	0.02185
